"rank_abs_delta","parid","county","acres_2020","acres_2026","n_tcc_pixels","mean_tcc_2020","mean_tcc_2025","delta_pp","abs_delta_pp","owner_type_2020","owner_type_2026","owner_type_changed","still_in_cfp_2026"
1612,"10302","Houghton",80,80,336,83.1488095238095,83.9017857142857,0.75297619047619,0.75297619047619,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1613,"27106","Keweenaw",160,160,720,73.7541666666667,74.5055555555556,0.751388888888897,0.751388888888897,"Forest Industry","Other Business",TRUE,TRUE
1614,"907","Houghton",40,40,181,84.5359116022099,85.2872928176796,0.751381215469607,0.751381215469607,"Private Individual(s)","Trust",TRUE,TRUE
1615,"16113","Houghton",37.28,37.28,185,70.2162162162162,70.9675675675676,0.75135135135136,0.75135135135136,"Forest Industry","Forest Industry",FALSE,TRUE
1616,"798","Keweenaw",320,320,1440,72.3673611111111,73.1173611111111,0.75,0.75,"Forest Industry","Forest Industry",FALSE,TRUE
1617,"18831","Houghton",40,40,175,83.4914285714286,84.24,0.748571428571424,0.748571428571424,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1618,"16120","Houghton",80,80,357,76.3697478991597,77.1176470588235,0.747899159663874,0.747899159663874,"Forest Industry","Forest Industry",FALSE,TRUE
1619,"4910","Houghton",321.04,321.04,1404,78.6481481481482,79.3945868945869,0.746438746438741,0.746438746438741,"Forest Industry","Forest Industry",FALSE,TRUE
1620,"27635","Houghton",80,80,362,83.1298342541436,82.3839779005525,-0.745856353591165,0.745856353591165,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1621,"17141","Houghton",40,40,181,81.171270718232,81.9171270718232,0.745856353591165,0.745856353591165,"Forest Industry","Forest Industry",FALSE,TRUE
1622,"23168","Houghton",40,40,181,81.2762430939227,82.0220994475138,0.745856353591151,0.745856353591151,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1623,"10198","Houghton",50,NA,232,83.6422413793103,84.3879310344828,0.745689655172413,0.745689655172413,"Other","non-CFP in 2026",FALSE,FALSE
1624,"6131","Keweenaw",80,80,353,83.9093484419263,84.6543909348442,0.745042492917847,0.745042492917847,"Forest Industry","Forest Industry",FALSE,TRUE
1625,"27807","Keweenaw",69.49,69.49,317,70.6529968454259,69.9085173501577,-0.744479495268138,0.744479495268138,"Forest Industry","Other Business",TRUE,TRUE
1626,"10429","Houghton",80,80,357,79.327731092437,80.0700280112045,0.742296918767508,0.742296918767508,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1627,"26765","Houghton",40,40,186,82.0860215053764,82.8279569892473,0.741935483870961,0.741935483870961,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1628,"10305","Houghton",40,40,179,83.7765363128492,84.5139664804469,0.737430167597765,0.737430167597765,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1629,"29555","Houghton",150,150,669,78.6741405082212,79.4110612855008,0.736920777279522,0.736920777279522,"Private Individual(s)","Private Group",TRUE,TRUE
1630,"27268","Houghton",520,520,2338,81.803250641574,81.0671514114628,-0.736099230111208,0.736099230111208,"Other Business","Other Business",FALSE,TRUE
1631,"16937","Houghton",40,40,178,82.1685393258427,82.9044943820225,0.735955056179776,0.735955056179776,"Other Business","Other Business",FALSE,TRUE
1632,"10267","Houghton",240,240,1075,78.2093023255814,77.4744186046512,-0.734883720930227,0.734883720930227,"Forest Industry","Forest Industry",FALSE,TRUE
1633,"5106","Houghton",640,640,2821,81.9138603332152,82.6479971641262,0.734136830911027,0.734136830911027,"Forest Industry","Forest Industry",FALSE,TRUE
1634,"6132","Keweenaw",160,160,710,83.1845070422535,83.9154929577465,0.730985915492965,0.730985915492965,"Forest Industry","Forest Industry",FALSE,TRUE
1635,"30384","Keweenaw",20,20,89,74.8876404494382,75.6179775280899,0.730337078651672,0.730337078651672,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1636,"28454","Houghton",40,40,181,82.3867403314917,83.1160220994475,0.729281767955811,0.729281767955811,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1637,"12030","Keweenaw",40,40,180,83.6777777777778,84.4055555555556,0.727777777777774,0.727777777777774,"Forest Industry","Forest Industry",FALSE,TRUE
1638,"12108","Keweenaw",240,240,1067,82.2549203373946,82.9812558575445,0.726335520149945,0.726335520149945,"Forest Industry","Forest Industry",FALSE,TRUE
1639,"6118","Keweenaw",160,160,724,82.5124309392265,83.2361878453039,0.723756906077355,0.723756906077355,"Forest Industry","Forest Industry",FALSE,TRUE
1640,"31155","Keweenaw",40,40,173,73.9884393063584,74.7109826589595,0.72254335260115,0.72254335260115,"Forest Industry","Forest Industry",FALSE,TRUE
1641,"4995","Houghton",40,40,209,77.5358851674641,78.2583732057416,0.722488038277504,0.722488038277504,"Other Business","Other Business",FALSE,TRUE
1642,"30424","Houghton",40,40,179,80.7765363128492,81.4972067039106,0.720670391061461,0.720670391061461,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1643,"3635","Keweenaw",160,160,696,82.7543103448276,83.4698275862069,0.715517241379303,0.715517241379303,"Forest Industry","Forest Industry",FALSE,TRUE
1644,"5127","Houghton",40,40,179,84.1117318435754,84.8268156424581,0.715083798882688,0.715083798882688,"Forest Industry","Forest Industry",FALSE,TRUE
1645,"33917","Houghton",43,43,209,80.3014354066986,81.0143540669856,0.712918660287087,0.712918660287087,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1646,"16100","Houghton",280,280,1259,79.6862589356632,80.3979348689436,0.711675933280389,0.711675933280389,"Forest Industry","Forest Industry",FALSE,TRUE
1647,"19710","Keweenaw",20,20,90,74.1333333333333,74.8444444444444,0.711111111111109,0.711111111111109,"Forest Industry","Forest Industry",FALSE,TRUE
1648,"5157","Houghton",160,160,732,82.1912568306011,81.4808743169399,-0.710382513661202,0.710382513661202,"Forest Industry","Forest Industry",FALSE,TRUE
1649,"31060","Keweenaw",175,175,786,77.3791348600509,78.0839694656488,0.704834605597952,0.704834605597952,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1650,"29217","Houghton",40,NA,179,82.6871508379888,83.391061452514,0.703910614525142,0.703910614525142,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1651,"4901","Houghton",40,40,182,81.2472527472527,81.9505494505494,0.703296703296701,0.703296703296701,"Private Individual(s)","Trust",TRUE,TRUE
1652,"17455","Keweenaw",71.57,71.57,325,72.0338461538462,72.7353846153846,0.701538461538462,0.701538461538462,"Other Business","Other Business",FALSE,TRUE
1653,"1","Houghton",40,40,179,83.9106145251397,84.608938547486,0.69832402234637,0.69832402234637,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1654,"30795","Houghton",40,40,178,83.7134831460674,83.0168539325843,-0.696629213483149,0.696629213483149,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1655,"17618","Houghton",104.7,104.7,461,81.2971800433839,81.9934924078091,0.696312364425168,0.696312364425168,"Forest Industry","Trust",TRUE,TRUE
1656,"30422","Houghton",40,40,177,84.6327683615819,85.3276836158192,0.694915254237287,0.694915254237287,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1657,"10111","Houghton",40,40,178,81.2359550561798,81.9269662921348,0.69101123595506,0.69101123595506,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1658,"31766","Keweenaw",160,NA,721,76.4341192787795,77.124826629681,0.690707350901519,0.690707350901519,"Other Business","non-CFP in 2026",FALSE,FALSE
1659,"28978","Houghton",160,160,705,83.2184397163121,83.9078014184397,0.689361702127655,0.689361702127655,"Forest Industry","Forest Industry",FALSE,TRUE
1660,"28041","Houghton",40,40,180,81.1166666666667,81.8055555555556,0.688888888888897,0.688888888888897,"Forest Industry","Forest Industry",FALSE,TRUE
1661,"16116","Houghton",160,160,732,81.2732240437158,81.9603825136612,0.687158469945359,0.687158469945359,"Forest Industry","Forest Industry",FALSE,TRUE
1662,"30768","Houghton",180,NA,814,76.9545454545455,77.6412776412776,0.686732186732186,0.686732186732186,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1663,"17587","Houghton",40,40,181,77.5193370165746,78.2044198895028,0.685082872928177,0.685082872928177,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1664,"789","Keweenaw",80,NA,352,54.1903409090909,53.5056818181818,-0.684659090909086,0.684659090909086,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1665,"10427","Houghton",240,240,1060,67.4,66.7169811320755,-0.683018867924531,0.683018867924531,"Forest Industry","Forest Industry",FALSE,TRUE
1666,"18830","Houghton",40,40,173,83.6127167630058,84.2947976878613,0.682080924855498,0.682080924855498,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1667,"812","Keweenaw",160,160,714,77.6750700280112,76.9929971988796,-0.682072829131656,0.682072829131656,"Forest Industry","Forest Industry",FALSE,TRUE
1668,"11920","Keweenaw",638.96,638.96,2797,77.5888451912764,78.2706471219163,0.681801930639978,0.681801930639978,"Forest Industry","Forest Industry",FALSE,TRUE
1669,"32000","Houghton",160,160,711,80.5218002812939,81.2025316455696,0.680731364275672,0.680731364275672,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1670,"35372","Houghton",80,80,360,81.6277777777778,82.3055555555556,0.677777777777777,0.677777777777777,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1671,"20644","Houghton",20,20,92,77.8152173913043,78.4891304347826,0.673913043478265,0.673913043478265,"Forest Industry","Forest Industry",FALSE,TRUE
1672,"17521","Houghton",320.72,320.72,1460,81.6972602739726,81.0239726027397,-0.67328767123287,0.67328767123287,"Forest Industry","Forest Industry",FALSE,TRUE
1673,"18007","Keweenaw",120,120,531,76.5838041431262,75.9114877589454,-0.672316384180789,0.672316384180789,"Forest Industry","Other Business",TRUE,TRUE
1674,"22059","Houghton",90.05,90.05,762,78.2309711286089,77.5603674540682,-0.670603674540686,0.670603674540686,"Other Business","Other Business",FALSE,TRUE
1675,"33918","Houghton",26.92,26.92,127,81.6535433070866,80.9842519685039,-0.669291338582667,0.669291338582667,"Forest Industry","Forest Industry",FALSE,TRUE
1676,"10086","Houghton",80,80,358,81.6117318435754,82.2793296089386,0.667597765363141,0.667597765363141,"Other Business","Other Business",FALSE,TRUE
1677,"17518","Houghton",624.35,624.35,2713,79.9590858827866,79.2919277552525,-0.667158127534094,0.667158127534094,"Forest Industry","Forest Industry",FALSE,TRUE
1678,"5074","Houghton",160,160,751,77.3821571238349,78.0492676431425,0.667110519307585,0.667110519307585,"Forest Industry","Forest Industry",FALSE,TRUE
1679,"22836","Keweenaw",40,40,175,80.8171428571429,81.48,0.662857142857149,0.662857142857149,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1680,"23289","Keweenaw",40,40,182,69.0989010989011,69.7582417582418,0.659340659340657,0.659340659340657,"Forest Industry","Other Business",TRUE,TRUE
1681,"11909","Keweenaw",320,320,1429,78.5633310006998,77.9055283414976,-0.657802659202233,0.657802659202233,"Forest Industry","Forest Industry",FALSE,TRUE
1682,"780","Keweenaw",40,40,176,79.5056818181818,80.1590909090909,0.653409090909093,0.653409090909093,"Forest Industry","Forest Industry",FALSE,TRUE
1683,"879","Houghton",40,40,176,83.4318181818182,84.0852272727273,0.653409090909079,0.653409090909079,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1684,"28815","Houghton",160,160,719,83.990264255911,84.6411682892907,0.650904033379689,0.650904033379689,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1685,"784","Keweenaw",320,320,1442,67.5429958391124,68.1934812760055,0.650485436893192,0.650485436893192,"Forest Industry","Forest Industry",FALSE,TRUE
1686,"34998","Houghton",80,80,360,83.5611111111111,84.2111111111111,0.649999999999991,0.649999999999991,"Forest Industry","Forest Industry",FALSE,TRUE
1687,"5218","Keweenaw",120,120,530,74.1490566037736,74.7981132075472,0.649056603773587,0.649056603773587,"Forest Industry","Forest Industry",FALSE,TRUE
1688,"29090","Houghton",40,40,176,82.9715909090909,83.6193181818182,0.64772727272728,0.64772727272728,"Forest Industry","Forest Industry",FALSE,TRUE
1689,"17503","Houghton",40,40,181,75.6961325966851,76.3425414364641,0.646408839778999,0.646408839778999,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1690,"16133","Houghton",640,640,3026,80.2742894910773,80.9153998678123,0.641110376734972,0.641110376734972,"Forest Industry","Forest Industry",FALSE,TRUE
1691,"818","Keweenaw",320,320,1412,73.6600566572238,73.0198300283286,-0.640226628895178,0.640226628895178,"Forest Industry","Forest Industry",FALSE,TRUE
1692,"17070","Houghton",150,NA,657,81.4063926940639,82.0456621004566,0.6392694063927,0.6392694063927,"Other Business","non-CFP in 2026",FALSE,FALSE
1693,"4900","Houghton",40,40,179,74.7821229050279,74.145251396648,-0.636871508379883,0.636871508379883,"Private Individual(s)","Trust",TRUE,TRUE
1694,"10393","Houghton",40,40,179,82.4972067039106,83.1340782122905,0.636871508379883,0.636871508379883,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1695,"6126","Keweenaw",160,160,702,81.7492877492877,82.3860398860399,0.636752136752136,0.636752136752136,"Forest Industry","Forest Industry",FALSE,TRUE
1696,"19503","Houghton",280,280,1286,83.2970451010886,82.6609642301711,-0.636080870917567,0.636080870917567,"Forest Industry","Forest Industry",FALSE,TRUE
1697,"17508","Houghton",40,40,183,78.4754098360656,77.8415300546448,-0.633879781420774,0.633879781420774,"Forest Industry","Forest Industry",FALSE,TRUE
1698,"32202","Houghton",150,150,663,81.710407239819,82.342383107089,0.631975867269986,0.631975867269986,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1699,"26774","Houghton",40,40,179,76.6871508379888,77.3184357541899,0.631284916201125,0.631284916201125,"Forest Industry","Forest Industry",FALSE,TRUE
1700,"16122","Houghton",331.93,331.93,1472,80.4966032608696,81.1277173913043,0.631114130434781,0.631114130434781,"Forest Industry","Forest Industry",FALSE,TRUE
1701,"35464","Houghton",105.21,105.21,486,79.8477366255144,80.477366255144,0.629629629629633,0.629629629629633,"Forest Industry","Forest Industry",FALSE,TRUE
1702,"27116","Houghton",320,320,1464,79.3715846994535,80.0006830601093,0.629098360655746,0.629098360655746,"Other Business","Other Business",FALSE,TRUE
1703,"5092","Houghton",80,80,352,77.0965909090909,77.7244318181818,0.627840909090907,0.627840909090907,"Forest Industry","Forest Industry",FALSE,TRUE
1704,"30250","Keweenaw",489.8,489.8,2233,75.1957008508733,74.5723242274966,-0.623376623376629,0.623376623376629,"Forest Industry","Forest Industry",FALSE,TRUE
1705,"30681","Keweenaw",80,80,363,77.7465564738292,78.3691460055096,0.622589531680447,0.622589531680447,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1706,"17529","Houghton",40,40,176,82.4943181818182,83.1136363636364,0.619318181818173,0.619318181818173,"Forest Industry","Forest Industry",FALSE,TRUE
1707,"5309","Houghton",40,40,183,80.6775956284153,81.2950819672131,0.617486338797818,0.617486338797818,"Private Individual(s)","Trust",TRUE,TRUE
1708,"23260","Keweenaw",31.13,31.13,133,78.1052631578947,78.7218045112782,0.616541353383454,0.616541353383454,"Forest Industry","Forest Industry",FALSE,TRUE
1709,"16152","Houghton",80,80,367,75.1089918256131,75.7220708446867,0.613079019073581,0.613079019073581,"Forest Industry","Forest Industry",FALSE,TRUE
1710,"35195","Houghton",60,60,268,75.5074626865672,76.1194029850746,0.611940298507463,0.611940298507463,"Forest Industry","Forest Industry",FALSE,TRUE
1711,"30434","Houghton",58.31,58.31,301,72.3687707641196,72.9800664451827,0.611295681063126,0.611295681063126,"Forest Industry","Forest Industry",FALSE,TRUE
1712,"19608","Houghton",20,20,90,81.8666666666667,82.4777777777778,0.611111111111114,0.611111111111114,"Forest Industry","Forest Industry",FALSE,TRUE
1713,"31408","Houghton",87,87,928,68.0915948275862,67.4806034482759,-0.610991379310349,0.610991379310349,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1714,"21474","Keweenaw",80,80,373,70.4906166219839,71.0991957104558,0.608579088471842,0.608579088471842,"Forest Industry","Forest Industry",FALSE,TRUE
1715,"10115","Houghton",400,400,1800,83.2616666666667,82.6533333333333,-0.608333333333334,0.608333333333334,"Other Business","Other Business",FALSE,TRUE
1716,"30630","Keweenaw",75,75,371,81.4905660377358,82.0943396226415,0.603773584905667,0.603773584905667,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1717,"4898","Houghton",160,160,718,83.991643454039,84.591922005571,0.600278551532043,0.600278551532043,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1718,"30573","Houghton",20.3,20.3,95,83.5894736842105,84.1894736842105,0.599999999999994,0.599999999999994,"Forest Industry","Trust",TRUE,TRUE
1719,"30067","Houghton",40,40,182,72.6098901098901,73.2087912087912,0.598901098901095,0.598901098901095,"Forest Industry","Forest Industry",FALSE,TRUE
1720,"32532","Houghton",40,40,179,84.0782122905028,84.6759776536313,0.597765363128488,0.597765363128488,"Private Individual(s)","Trust",TRUE,TRUE
1721,"10328","Houghton",320,320,1332,80.292042042042,80.8888888888889,0.596846846846844,0.596846846846844,"Forest Industry","Forest Industry",FALSE,TRUE
1722,"5103","Houghton",640,640,2912,83.237293956044,83.8324175824176,0.595123626373621,0.595123626373621,"Forest Industry","Forest Industry",FALSE,TRUE
1723,"23288","Keweenaw",56.45,56.45,279,66.5089605734767,65.9139784946236,-0.59498207885305,0.59498207885305,"Forest Industry","Other Business",TRUE,TRUE
1724,"26120","Keweenaw",320,320,1419,80.7406624383369,81.3340380549683,0.593375616631434,0.593375616631434,"Forest Industry","Forest Industry",FALSE,TRUE
1725,"28842","Houghton",115,NA,509,75.1552062868369,75.7485265225933,0.593320235756394,0.593320235756394,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1726,"5128","Houghton",40,40,179,79.2402234636871,79.8324022346369,0.592178770949729,0.592178770949729,"Forest Industry","Forest Industry",FALSE,TRUE
1727,"21430","Houghton",75.83,NA,355,83.5859154929578,84.1746478873239,0.58873239436619,0.58873239436619,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1728,"32718","Houghton",46.05,46.05,216,73.3194444444444,73.9074074074074,0.587962962962962,0.587962962962962,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1729,"873","Houghton",80,80,353,81.8498583569405,82.4362606232295,0.586402266288943,0.586402266288943,"Private Individual(s)","Trust",TRUE,TRUE
1730,"342","Houghton",40,40,188,81.0744680851064,80.4893617021277,-0.585106382978736,0.585106382978736,"Forest Industry","Forest Industry",FALSE,TRUE
1731,"5869","Keweenaw",280,280,1259,81.9515488482923,82.5361397934869,0.584590945194606,0.584590945194606,"Forest Industry","Forest Industry",FALSE,TRUE
1732,"18997","Keweenaw",640,NA,2856,69.5483193277311,70.1327030812325,0.584383753501399,0.584383753501399,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1733,"19017","Keweenaw",160,160,711,81.4486638537271,82.0295358649789,0.580872011251756,0.580872011251756,"Forest Industry","Other Business",TRUE,TRUE
1734,"22835","Houghton",40,40,181,83.3812154696133,83.9613259668508,0.580110497237555,0.580110497237555,"Other Business","Other Business",FALSE,TRUE
1735,"12077","Keweenaw",20,20,90,70.9111111111111,71.4888888888889,0.577777777777783,0.577777777777783,"Forest Industry","Other Business",TRUE,TRUE
1736,"4891","Houghton",80,80,360,80.6861111111111,81.2638888888889,0.577777777777769,0.577777777777769,"Private Individual(s)","Trust",TRUE,TRUE
1737,"16121","Houghton",21.1,21.1,135,73.1333333333333,73.7111111111111,0.577777777777769,0.577777777777769,"Forest Industry","Forest Industry",FALSE,TRUE
1738,"23157","Houghton",20,20,90,83.6333333333333,84.2111111111111,0.577777777777769,0.577777777777769,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1739,"10246","Houghton",640,640,2890,83.5910034602076,84.1685121107266,0.577508650519022,0.577508650519022,"Forest Industry","Forest Industry",FALSE,TRUE
1740,"5011","Houghton",639.52,639.52,2821,84.2332506203474,84.8085785182559,0.575327897908551,0.575327897908551,"Forest Industry","Forest Industry",FALSE,TRUE
1741,"6191","Houghton",320,320,1442,78.7219140083218,78.1484049930652,-0.57350901525659,0.57350901525659,"Forest Industry","Forest Industry",FALSE,TRUE
1742,"27154","Houghton",40,40,178,83.4101123595506,83.9831460674157,0.573033707865164,0.573033707865164,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1743,"30147","Houghton",40,40,180,84.5055555555556,85.0777777777778,0.572222222222223,0.572222222222223,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1744,"10287","Houghton",160,160,736,81.210597826087,81.78125,0.570652173913047,0.570652173913047,"Private Individual(s)","Private Group",TRUE,TRUE
1745,"18855","Houghton",80,80,362,54.7430939226519,54.1740331491713,-0.569060773480665,0.569060773480665,"Forest Industry","Forest Industry",FALSE,TRUE
1746,"4985","Houghton",40,NA,181,78.6629834254144,79.232044198895,0.569060773480658,0.569060773480658,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1747,"30058","Houghton",485,485,2277,77.7768994290733,78.3443126921388,0.567413263065447,0.567413263065447,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1748,"12020","Keweenaw",320,320,1441,81.7959750173491,81.2290076335878,-0.566967383761281,0.566967383761281,"Forest Industry","Forest Industry",FALSE,TRUE
1749,"33313","Keweenaw",99,99,479,81.0521920668058,81.6179540709812,0.565762004175369,0.565762004175369,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1750,"11967","Keweenaw",440,440,1906,82.7722980062959,82.207240293809,-0.56505771248689,0.56505771248689,"Forest Industry","Forest Industry",FALSE,TRUE
1751,"32127","Keweenaw",80,80,359,72.0445682451253,72.6016713091922,0.557103064066851,0.557103064066851,"Other","Other",FALSE,TRUE
1752,"16131","Houghton",160,160,719,84.7399165507649,85.2920723226704,0.552155771905433,0.552155771905433,"Forest Industry","Forest Industry",FALSE,TRUE
1753,"18876","Houghton",20,20,89,78.1348314606742,78.685393258427,0.550561797752806,0.550561797752806,"Forest Industry","Forest Industry",FALSE,TRUE
1754,"22777","Houghton",52.3,52.3,22,85.5909090909091,85.0454545454545,-0.545454545454547,0.545454545454547,"Private Individual(s)","Other Business",TRUE,TRUE
1755,"28455","Houghton",240.37,240.37,1105,81.3846153846154,81.9285067873303,0.543891402714934,0.543891402714934,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1756,"26009","Houghton",40,40,181,74.5303867403315,73.9889502762431,-0.541436464088406,0.541436464088406,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1757,"10334","Houghton",240,240,1073,81.4315004659832,81.9720410065238,0.540540540540547,0.540540540540547,"Forest Industry","Forest Industry",FALSE,TRUE
1758,"32070","Keweenaw",40,40,182,73.1923076923077,72.6538461538462,-0.538461538461533,0.538461538461533,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1759,"11935","Keweenaw",560,560,2567,79.2890533696923,79.8270354499416,0.537982080249307,0.537982080249307,"Forest Industry","Forest Industry",FALSE,TRUE
1760,"22047","Keweenaw",80,80,357,72.3501400560224,72.8879551820728,0.537815126050418,0.537815126050418,"Forest Industry","Other Business",TRUE,TRUE
1761,"5283","Keweenaw",80,80,362,77.0994475138122,76.5635359116022,-0.535911602209936,0.535911602209936,"Club or Group","Other",TRUE,TRUE
1762,"32080","Keweenaw",40,40,181,81.878453038674,82.414364640884,0.535911602209936,0.535911602209936,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1763,"34525","Houghton",40,40,180,76.7944444444445,77.3277777777778,0.533333333333331,0.533333333333331,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1764,"10099","Houghton",160,160,704,79.4090909090909,79.9403409090909,0.53125,0.53125,"Other Business","Other Business",FALSE,TRUE
1765,"19125","Houghton",415.67,415.67,1747,81.4476244991414,81.9765311963366,0.528906697195197,0.528906697195197,"Forest Industry","Forest Industry",FALSE,TRUE
1766,"22837","Keweenaw",40,40,176,80.0056818181818,79.4772727272727,-0.528409090909079,0.528409090909079,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1767,"10078","Houghton",40,40,180,65.8666666666667,66.3944444444444,0.527777777777786,0.527777777777786,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1768,"19761","Keweenaw",40,40,180,73.8333333333333,73.3055555555556,-0.527777777777771,0.527777777777771,"Forest Industry","Other Business",TRUE,TRUE
1769,"32623","Houghton",517.4,NA,2368,75.7356418918919,76.261402027027,0.525760135135144,0.525760135135144,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1770,"34029","Keweenaw",249.14,249.14,1259,73.4225575853852,73.9467831612391,0.524225575853862,0.524225575853862,"Forest Industry","Other Business",TRUE,TRUE
1771,"29991","Houghton",545,NA,2453,83.1035466775377,83.6273950264982,0.523848348960456,0.523848348960456,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1772,"32430","Houghton",72,72,325,80.8246153846154,80.3046153846154,-0.519999999999996,0.519999999999996,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1773,"18865","Houghton",40,40,177,59.728813559322,59.2090395480226,-0.519774011299432,0.519774011299432,"Forest Industry","Forest Industry",FALSE,TRUE
1774,"20439","Houghton",40,40,179,83.8659217877095,84.3854748603352,0.519553072625698,0.519553072625698,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1775,"5012","Houghton",639.58,639.58,2944,81.3091032608696,81.8257472826087,0.51664402173914,0.51664402173914,"Forest Industry","Forest Industry",FALSE,TRUE
1776,"4229","Keweenaw",120,120,528,77.3257575757576,76.8125,-0.513257575757578,0.513257575757578,"Forest Industry","Forest Industry",FALSE,TRUE
1777,"35430","Houghton",40,40,182,84.3296703296703,84.8406593406593,0.510989010989007,0.510989010989007,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1778,"22042","Keweenaw",40,40,175,75.1714285714286,75.68,0.508571428571429,0.508571428571429,"Forest Industry","Other Business",TRUE,TRUE
1779,"11934","Keweenaw",600,600,2668,76.6315592203898,77.1356821589205,0.504122938530742,0.504122938530742,"Forest Industry","Forest Industry",FALSE,TRUE
1780,"797","Keweenaw",160,160,705,79.6099290780142,79.1063829787234,-0.503546099290787,0.503546099290787,"Forest Industry","Forest Industry",FALSE,TRUE
1781,"10375","Houghton",200,200,896,78.9285714285714,79.4319196428571,0.503348214285708,0.503348214285708,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1782,"20656","Keweenaw",600,600,2674,73.9435302916978,74.4454001495886,0.50186985789081,0.50186985789081,"Forest Industry","Other Business",TRUE,TRUE
1783,"30312","Keweenaw",317.75,317.75,1416,74.0437853107345,74.545197740113,0.501412429378533,0.501412429378533,"Forest Industry","Other Business",TRUE,TRUE
1784,"34477","Keweenaw",120,120,533,72.5909943714822,72.0900562851782,-0.500938086303947,0.500938086303947,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1785,"27719","Houghton",480,480,2080,74.0716346153846,73.5711538461538,-0.500480769230762,0.500480769230762,"Forest Industry","Forest Industry",FALSE,TRUE
1786,"23675","Houghton",20,NA,72,78.1388888888889,77.6388888888889,-0.5,0.5,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1787,"30305","Houghton",320,320,1418,82.5655853314528,83.064880112835,0.499294781382233,0.499294781382233,"Other Business","Other Business",FALSE,TRUE
1788,"19600","Houghton",40,40,179,72.340782122905,72.8379888268156,0.497206703910621,0.497206703910621,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1789,"22990","Keweenaw",40,40,177,79.6553672316384,79.1581920903955,-0.497175141242948,0.497175141242948,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1790,"29552","Houghton",120,120,540,81.2462962962963,81.7425925925926,0.496296296296293,0.496296296296293,"Private Individual(s)","Trust",TRUE,TRUE
